id,address,zip,lat,lon,neighborhood,sale_date,sqft,bedrooms,bathrooms,floors,year_built,renovated,lot_size,garage,pool,school_rating,crime_rate,proximity_km,price,property_tax,hoa_fee
937,1101 Cedar Rd,94100,37.782417,-122.375364,Riverside,2025-10-10,1325.73,3,3,1,1927,0,13076.18,1,0,10.0,47.0,4.15,133974.26,1097.01,0.0
938,4806 Washington Blvd,94112,37.742361,-122.423988,Riverside,2023-06-17,1724.92,1,3,2,1980,0,15408.65,1,0,9.3,52.4,3.09,399337.39,5062.87,0.0
939,2564 Lake Ln,94106,37.788432,-122.397458,SuburbA,2025-01-25,2095.83,4,1,1,1960,0,7543.36,1,0,8.1,53.9,2.85,375768.54,4019.77,0.0
940,7607 Pine St,94098,37.767597,-122.463145,Downtown,2022-11-20,2187.3,1,3,1,1916,0,5577.98,1,1,10.0,38.4,3.8,242612.62,2881.22,150.0
941,959 Washington St,94112,37.734328,-122.40421,Uptown,2022-12-24,1638.36,2,1,2,1954,0,4236.2,2,1,8.8,27.7,4.2,319160.89,4244.22,150.0
942,1953 Lake Rd,94109,37.759097,-122.44046,SuburbA,2021-07-30,2171.02,2,1,1,2000,0,14349.17,1,0,5.8,51.9,2.17,667399.21,3339.93,0.0
943,5656 Maple Blvd,94094,37.77244,-122.404152,OldTown,2021-10-05,746.33,3,3,2,1972,0,7708.98,1,1,4.4,67.7,1.42,139370.95,1650.36,0.0
944,6783 Washington St,94113,37.77269,-122.393428,SuburbB,2023-03-22,1595.66,2,3,2,1961,0,8102.59,1,0,6.1,53.6,2.35,466710.53,3352.49,0.0
945,995 Cedar Ave,94125,37.759838,-122.4414,Riverside,2025-07-02,2421.42,3,1,3,1952,0,14538.75,1,0,6.0,54.0,2.19,667331.88,9188.26,0.0
946,7084 River Dr,94123,37.777416,-122.453034,OldTown,2023-07-26,3179.2,3,3,3,1914,0,1619.77,1,0,6.5,48.4,3.01,347659.32,2388.81,0.0
947,6526 Washington Ave,94118,37.763607,-122.408725,OldTown,2022-03-14,1004.88,4,2,1,1916,0,9560.3,1,0,4.7,57.0,1.22,122602.65,1194.01,0.0
948,6602 Elm Ln,94093,37.782734,-122.416101,SuburbB,2023-12-19,2193.34,2,1,1,1973,0,10267.06,0,0,8.4,47.2,1.45,368444.18,4703.65,0.0
949,3232 Hill Rd,94118,37.81481,-122.377954,OldTown,2025-02-17,1787.68,4,2,2,1990,0,7790.28,2,1,6.5,36.1,6.19,318432.96,1936.67,0.0
950,5517 Sunset Dr,94098,37.723781,-122.400257,OldTown,2026-04-09,2432.4,4,1,3,1988,0,8420.79,1,0,7.7,57.9,5.41,656424.9,6384.24,0.0
951,4776 Pine Rd,94106,37.771806,-122.473578,Downtown,2024-11-01,308.13,2,4,1,1945,1,5332.93,0,0,9.3,42.9,4.71,77700.4,866.93,150.0
952,6045 Lake St,94098,37.764334,-122.383026,SuburbA,2022-11-24,1786.58,2,2,1,1904,1,3610.21,1,0,7.8,51.0,3.3,242796.8,1691.75,0.0
953,4253 River Rd,94087,37.748208,-122.4172,Uptown,2026-02-18,1096.08,2,5,3,1945,0,13252.12,1,0,7.7,50.3,2.43,155706.23,2143.86,0.0
954,2708 Cedar Rd,94094,37.761511,-122.403309,Downtown,2023-11-18,1415.34,3,1,2,1968,1,9188.97,2,0,8.5,37.9,1.74,475599.72,3749.93,0.0
955,6391 Oak Ave,94091,37.764282,-122.468773,Uptown,2024-02-21,1970.88,4,2,2,1965,0,15345.33,1,0,10.0,44.0,4.33,350362.51,2987.05,0.0
956,8013 Sunset Blvd,94125,37.762036,-122.421897,SuburbB,2021-12-03,812.53,4,2,2,1928,0,7976.76,1,0,9.2,63.3,0.9,66471.79,806.93,0.0
957,8060 Oak St,94101,37.750409,-122.433699,SuburbB,2021-10-11,1393.09,4,2,3,2017,0,58.97,0,0,5.3,50.6,2.48,266396.84,3617.4,0.0
958,2855 Elm Ln,94092,37.745096,-122.426345,Uptown,2023-01-31,2435.6,4,2,3,1965,1,5040.61,1,0,10.0,44.1,2.82,464215.51,3527.77,150.0
959,9059 Sunset Blvd,94116,37.771359,-122.409749,SuburbA,2024-12-11,2580.53,2,2,1,1974,0,7641.82,2,1,2.7,34.7,0.91,569081.67,4947.07,0.0
960,8768 Washington Blvd,94095,37.758229,-122.395981,SuburbB,2025-11-25,300,2,1,2,1969,0,11196.78,1,0,6.5,54.9,2.48,43268.64,277.96,0.0
961,2343 Sunset Blvd,94097,37.754739,-122.381144,Downtown,2023-05-30,1048.61,2,4,2,1956,0,9287.93,2,0,5.8,27.8,3.81,266912.2,2342.11,0.0
962,5551 River Ln,94124,37.749268,-122.409035,SuburbA,2026-04-12,2174.72,4,1,2,1951,0,5828.66,0,0,5.6,50.1,2.49,167376.21,1878.83,0.0
963,3312 Pine Ave,94109,37.761645,-122.42237,OldTown,2023-04-20,1360.96,2,3,3,1968,0,11054.02,1,0,3.4,45.9,0.95,194422.13,2529.63,0.0
964,3616 Oak St,94124,37.784289,-122.437812,Riverside,2023-05-31,1714.69,4,1,1,1949,1,6491.34,1,0,9.4,50.3,2.23,449503.94,6036.93,0.0
965,5680 Oak Dr,94089,37.782466,-122.431689,OldTown,2021-09-21,1445.52,3,3,3,1905,0,3936.3,0,0,7.2,59.9,1.72,160777.24,2198.07,0.0
966,7370 River St,94093,37.817764,-122.410972,SuburbB,2025-04-16,946.89,4,2,1,1977,1,16192.79,1,0,5.0,68.5,5.36,193345.02,2112.91,0.0
967,7552 Hill Blvd,94094,37.750403,-122.410553,SuburbA,2026-02-26,2163.09,5,2,2,1924,0,4314.6,0,0,5.8,60.1,2.33,535923.47,5358.97,0.0
968,1460 Lake Ave,94090,37.778056,-122.423842,Downtown,2024-04-06,2152.72,3,3,2,1964,0,7439.43,0,0,10.0,35.2,0.96,906985.89,4784.15,0.0
969,4526 Elm Dr,94111,37.782851,-122.431722,SuburbB,2024-01-11,2125.39,2,4,1,1906,0,5295.48,1,0,5.1,35.1,1.76,270182.32,3916.02,0.0
970,1700 Cedar Blvd,94098,37.782701,-122.444891,Riverside,2026-01-01,2646.37,3,3,2,1937,0,3187.68,2,1,5.5,60.1,2.6,372735.85,3415.29,0.0
971,9618 River Dr,94124,37.767858,-122.430241,SuburbA,2024-12-12,2774.12,3,3,2,1985,0,8989.28,1,0,4.0,33.2,0.93,472386.42,2769.97,0.0
972,5302 River Rd,94106,37.759659,-122.387548,Uptown,2025-07-28,2971.28,3,2,1,1963,0,7875.26,2,0,7.8,60.1,3.07,1020418.48,10587.32,0.0
973,4295 Lake Ave,94087,37.774157,-122.460132,Uptown,2023-08-07,2425.55,1,1,1,1972,1,8339.38,2,0,6.5,33.3,3.55,629142.16,5080.4,0.0
974,5997 Washington Blvd,94120,37.754006,-122.45107,Uptown,2024-05-04,1686.8,2,1,3,1904,0,7676.44,1,0,7.8,56.1,3.25,349111.55,4888.92,0.0
975,9783 Washington Ln,94111,37.811645,-122.390153,SuburbA,2022-10-03,2330.35,2,4,3,1985,0,3971.22,0,0,9.1,45.0,5.31,975220.82,12865.55,0.0
976,4473 Pine Ave,94099,37.791365,-122.41841,Riverside,2024-02-13,2409.25,5,3,2,1993,0,15151.02,1,0,10.0,40.1,2.38,867616.2,9377.88,0.0
977,9230 Lake St,94111,37.800931,-122.442382,Downtown,2021-11-14,1387.18,2,4,3,1927,1,8302.97,1,0,6.6,38.4,3.96,181755.43,1895.99,150.0
978,3104 Washington Ln,94121,37.73903,-122.433585,Riverside,2021-12-17,383.68,2,2,3,2001,0,9287.97,1,0,9.8,58.6,3.64,205297.2,1976.91,0.0
979,6325 Lake Blvd,94122,37.772881,-122.376321,Downtown,2026-02-08,1430.43,2,3,2,2006,0,9148.69,1,0,9.4,48.2,3.85,454449.48,4356.36,0.0
980,5258 Maple Rd,94089,37.748152,-122.410575,SuburbA,2021-10-19,2727.08,1,2,2,2016,0,5086.31,0,0,7.5,48.4,2.56,770483.56,6186.2,0.0
981,3455 Washington Ave,94104,37.787183,-122.458283,Downtown,2021-09-30,1557.02,5,2,1,2012,0,6022.04,2,0,10.0,24.5,3.86,483663.83,5752.88,0.0
982,9317 Cedar Rd,94119,37.79227,-122.395308,OldTown,2024-05-13,1265.37,4,3,1,1953,0,9567.61,0,0,4.9,63.1,3.29,179928.01,2247.98,0.0
983,6730 Cedar Rd,94114,37.744822,-122.40201,SuburbB,2023-06-26,2065.21,2,1,1,1970,0,12075.91,0,1,5.2,59.5,3.21,470047.21,2871.25,0.0
984,9014 Maple St,94112,37.777507,-122.436336,SuburbB,2025-09-03,1578.8,2,2,1,2017,0,3998.45,1,0,7.1,61.2,1.66,644735.65,3739.78,0.0
985,5195 Oak Rd,94100,37.737383,-122.367901,OldTown,2021-08-08,935.3,3,1,2,2014,1,11308.33,1,0,6.1,74.2,5.83,221681.05,2699.76,0.0
986,5865 River Rd,94104,37.776338,-122.463402,Downtown,2022-02-19,1240.04,1,2,2,1952,0,8150.4,0,0,8.3,57.6,3.87,395827.08,5777.53,0.0
987,8477 Washington Ave,94109,37.743115,-122.453956,SuburbB,2024-06-13,3730.06,4,2,2,1910,0,10439.32,1,0,3.6,50.3,4.22,431687.6,3731.13,0.0
988,8752 Oak Dr,94117,37.728315,-122.392221,Downtown,2023-08-08,1143.35,3,1,2,1983,1,6809.68,1,0,10.0,35.3,5.23,299270.17,3840.47,0.0
989,9124 Oak Ave,94086,37.749947,-122.434368,Downtown,2021-09-10,1598.04,3,1,3,1960,0,5883.59,0,0,9.9,35.7,2.56,732397.69,4948.74,300.0
990,7115 Elm St,94124,37.796481,-122.433831,Riverside,2023-11-30,2611.89,2,2,3,1973,0,8332.5,1,0,8.7,49.1,3.18,852204.41,9099.2,0.0
991,7934 Oak St,94086,37.783158,-122.406913,Downtown,2023-10-27,1229.11,3,3,2,1919,0,2154.94,0,0,10.0,34.0,1.86,258658.5,2282.28,0.0
992,309 Washington Dr,94094,37.786773,-122.431831,Riverside,2025-10-12,2322.84,3,1,3,1905,0,6472.42,1,1,9.9,65.9,2.13,421437.35,3556.64,0.0
993,4543 River St,94087,37.755262,-122.41815,SuburbA,2024-11-27,1933.02,1,2,3,1927,1,8423.64,1,0,6.6,60.4,1.64,327247.79,3822.49,0.0
994,7774 Washington St,94101,37.801534,-122.409183,Uptown,2022-09-23,2798.06,4,3,3,1971,0,2903.21,1,0,6.2,48.7,3.63,818771.72,6577.83,500.0
995,2644 River Ave,94086,37.771221,-122.385026,SuburbB,2021-06-29,2726.77,3,3,2,2017,1,3588.99,0,0,4.9,68.9,3.07,578221.34,3895.36,0.0
996,9371 Pine Blvd,94090,37.756599,-122.401528,SuburbA,2023-11-07,1707.68,4,1,2,1927,0,9534.44,1,0,6.8,56.0,2.2,425227.02,5582.72,0.0
997,289 Sunset St,94104,37.780746,-122.466488,Downtown,2023-07-11,3384.18,1,3,1,1963,0,15085.54,1,0,10.0,49.0,4.25,1389746.3,15846.46,0.0
998,899 Washington Rd,94103,37.768313,-122.414025,Uptown,2026-02-27,845.14,3,2,2,1957,0,13245.98,2,0,7.6,45.1,0.56,85455.41,546.98,150.0
999,4937 Elm Dr,94118,37.75168,-122.434053,SuburbA,2022-07-05,3019.31,3,2,1,1904,0,6919.88,2,0,4.9,55.8,2.38,441628.36,3302.34,0.0
1000,6432 Maple Rd,94090,37.748581,-122.424645,OldTown,2022-07-29,1091.85,2,1,3,1987,0,9850.25,1,1,2.7,60.6,2.41,129700.69,1279.83,0.0
